Epoch #1: episode_reward: 17112.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.692 ± 0.000,                               episode_1_off_accuracy: 0.713 ± 0.000
Epoch #148: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.109 ± 0.000,                               episode_1_off_accuracy: 0.385 ± 0.000
Epoch #149: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.104 ± 0.000,                               episode_1_off_accuracy: 0.391 ± 0.000
Epoch #150: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.090 ± 0.000,                               episode_1_off_accuracy: 0.152 ± 0.000
Epoch #151: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.175 ± 0.000,                               episode_1_off_accuracy: 0.401 ± 0.000
Epoch #152: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.094 ± 0.000,                               episode_1_off_accuracy: 0.347 ± 0.000
Epoch #153: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.048 ± 0.000,                               episode_1_off_accuracy: 0.125 ± 0.000
Epoch #154: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.041 ± 0.000,                               episode_1_off_accuracy: 0.144 ± 0.000
Epoch #155: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.135 ± 0.000,                               episode_1_off_accuracy: 0.320 ± 0.000
Epoch #156: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.178 ± 0.000,                               episode_1_off_accuracy: 0.302 ± 0.000
Epoch #157: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.106 ± 0.000,                               episode_1_off_accuracy: 0.422 ± 0.000
Epoch #158: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.039 ± 0.000,                               episode_1_off_accuracy: 0.211 ± 0.000
Epoch #159: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.087 ± 0.000,                               episode_1_off_accuracy: 0.249 ± 0.000
Epoch #160: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.105 ± 0.000,                               episode_1_off_accuracy: 0.303 ± 0.000
Epoch #161: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.102 ± 0.000,                               episode_1_off_accuracy: 0.233 ± 0.000
Epoch #162: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.173 ± 0.000,                               episode_1_off_accuracy: 0.415 ± 0.000
Epoch #163: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.145 ± 0.000,                               episode_1_off_accuracy: 0.299 ± 0.000
Epoch #164: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.169 ± 0.000,                               episode_1_off_accuracy: 0.322 ± 0.000
Epoch #165: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.172 ± 0.000,                               episode_1_off_accuracy: 0.358 ± 0.000
Epoch #166: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.206 ± 0.000,                               episode_1_off_accuracy: 0.441 ± 0.000
Epoch #167: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.112 ± 0.000,                               episode_1_off_accuracy: 0.261 ± 0.000
Epoch #168: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.070 ± 0.000,                               episode_1_off_accuracy: 0.282 ± 0.000
Epoch #169: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.129 ± 0.000,                               episode_1_off_accuracy: 0.340 ± 0.000
Epoch #170: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.124 ± 0.000,                               episode_1_off_accuracy: 0.296 ± 0.000
Epoch #171: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.160 ± 0.000,                               episode_1_off_accuracy: 0.383 ± 0.000
Epoch #172: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.180 ± 0.000,                               episode_1_off_accuracy: 0.339 ± 0.000
Epoch #173: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.145 ± 0.000,                               episode_1_off_accuracy: 0.254 ± 0.000
Epoch #174: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.119 ± 0.000,                               episode_1_off_accuracy: 0.247 ± 0.000
Epoch #175: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.037 ± 0.000,                               episode_1_off_accuracy: 0.186 ± 0.000
Epoch #176: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.080 ± 0.000,                               episode_1_off_accuracy: 0.205 ± 0.000
Epoch #177: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.133 ± 0.000,                               episode_1_off_accuracy: 0.298 ± 0.000
Epoch #178: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.069 ± 0.000,                               episode_1_off_accuracy: 0.212 ± 0.000
Epoch #179: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.142 ± 0.000,                               episode_1_off_accuracy: 0.189 ± 0.000
Epoch #180: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.142 ± 0.000,                               episode_1_off_accuracy: 0.187 ± 0.000
Epoch #181: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.153 ± 0.000,                               episode_1_off_accuracy: 0.215 ± 0.000
Epoch #182: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.170 ± 0.000,                               episode_1_off_accuracy: 0.296 ± 0.000
Epoch #183: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.220 ± 0.000,                               episode_1_off_accuracy: 0.327 ± 0.000
Epoch #184: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.280 ± 0.000,                               episode_1_off_accuracy: 0.374 ± 0.000
