Epoch #1: episode_reward: 17112.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.692 ± 0.000,                               episode_1_off_accuracy: 0.713 ± 0.000
Epoch #256: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #257: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #258: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.324 ± 0.000
Epoch #259: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #260: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.369 ± 0.000,                               episode_1_off_accuracy: 0.548 ± 0.000
Epoch #261: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #262: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.033 ± 0.000,                               episode_1_off_accuracy: 0.121 ± 0.000
Epoch #263: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.049 ± 0.000,                               episode_1_off_accuracy: 0.111 ± 0.000
Epoch #264: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.324 ± 0.000,                               episode_1_off_accuracy: 0.545 ± 0.000
Epoch #265: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #266: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.080 ± 0.000,                               episode_1_off_accuracy: 0.358 ± 0.000
Epoch #267: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #268: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.285 ± 0.000,                               episode_1_off_accuracy: 0.482 ± 0.000
Epoch #269: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.004 ± 0.000,                               episode_1_off_accuracy: 0.032 ± 0.000
Epoch #270: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.008 ± 0.000,                               episode_1_off_accuracy: 0.095 ± 0.000
Epoch #271: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #272: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.363 ± 0.000,                               episode_1_off_accuracy: 0.571 ± 0.000
Epoch #273: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #274: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.290 ± 0.000
Epoch #275: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #276: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.290 ± 0.000
Epoch #277: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #278: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.295 ± 0.000
Epoch #279: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #280: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.271 ± 0.000,                               episode_1_off_accuracy: 0.432 ± 0.000
Epoch #281: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #282: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.290 ± 0.000
Epoch #283: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #284: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.291 ± 0.000
Epoch #285: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #286: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.273 ± 0.000,                               episode_1_off_accuracy: 0.298 ± 0.000
Epoch #287: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #288: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.271 ± 0.000,                               episode_1_off_accuracy: 0.294 ± 0.000
Epoch #289: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #290: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.290 ± 0.000
Epoch #291: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #292: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.293 ± 0.000
Epoch #293: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #294: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.292 ± 0.000
Epoch #295: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #296: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.290 ± 0.000
Epoch #297: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #298: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.272 ± 0.000,                               episode_1_off_accuracy: 0.317 ± 0.000
Epoch #299: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #300: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.271 ± 0.000,                               episode_1_off_accuracy: 0.296 ± 0.000
Epoch #301: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #302: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.290 ± 0.000
Epoch #303: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #304: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.290 ± 0.000
Epoch #305: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #306: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #307: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #308: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #309: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #310: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #311: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #312: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #313: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #314: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #315: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #316: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #317: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #318: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #319: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #320: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #321: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #322: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #323: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #324: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #325: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #326: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #327: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #328: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #329: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #330: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #331: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #332: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #333: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #334: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #335: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #336: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #337: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #338: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #339: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #340: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #341: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #342: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #343: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #344: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #345: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #346: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #347: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #348: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #349: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #350: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #351: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #352: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #353: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #354: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #355: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #356: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #357: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #358: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #359: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #360: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #361: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #362: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #363: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #364: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #365: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #366: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #367: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #368: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #369: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #370: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #371: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #372: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #373: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #374: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #375: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #376: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #377: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #378: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #379: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #380: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #381: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #382: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #383: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #384: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #385: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #386: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #387: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #388: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #389: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #390: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #391: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #392: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #393: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #394: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #395: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #396: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #397: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #398: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #399: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #400: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #401: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #402: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
